city,state,church,organized,members,minister,citation,jlat,jlon,url
Pittsfield,VT,,NA,60,Abel Patten,The Year-book of the American Congregational Union for the Year 1854 (p. 145),43.7722884,-72.8128828,https://archive.org/stream/americancongrega04amer#page/145/mode/1up
Randolph,VT,[First Congregational Church],NA,189,S. Sparhawk,The Year-book of the American Congregational Union for the Year 1854 (p. 145),43.9323175597,-72.668429028,https://archive.org/stream/americancongrega04amer#page/145/mode/1up
Randolph,VT,West,NA,66,,The Year-book of the American Congregational Union for the Year 1854 (p. 145),43.9182412624,-72.6764672928,https://archive.org/stream/americancongrega04amer#page/145/mode/1up
Rochester,VT,,NA,267,A. Manson,The Year-book of the American Congregational Union for the Year 1854 (p. 145),43.8745646,-72.808018,https://archive.org/stream/americancongrega04amer#page/145/mode/1up
Royalton,VT,,NA,258,Cyrus B. Drake,The Year-book of the American Congregational Union for the Year 1854 (p. 145),43.816111,-72.547222,https://archive.org/stream/americancongrega04amer#page/145/mode/1up
Stockbridge,VT,,NA,88,,The Year-book of the American Congregational Union for the Year 1854 (p. 145),43.7839353,-72.7538555,https://archive.org/stream/americancongrega04amer#page/145/mode/1up
Turnbridge,VT,,NA,69,Ebenezer Smith,The Year-book of the American Congregational Union for the Year 1854 (p. 145),43.9,-72.488056,https://archive.org/stream/americancongrega04amer#page/145/mode/1up
Barre,VT,,NA,198,Andrew Royee,The Year-book of the American Congregational Union for the Year 1854 (p. 146),44.1970055,-72.5020494,https://archive.org/stream/americancongrega04amer#page/146/mode/1up
Berlin,VT,,NA,89,Austin Hazen,The Year-book of the American Congregational Union for the Year 1854 (p. 146),44.2152614,-72.5861615,https://archive.org/stream/americancongrega04amer#page/146/mode/1up
Marshfield,VT,,NA,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 146),44.3508405,-72.3539905,https://archive.org/stream/americancongrega04amer#page/146/mode/1up
Middlesex,VT,,NA,46,,The Year-book of the American Congregational Union for the Year 1854 (p. 146),44.2928358,-72.6792807,https://archive.org/stream/americancongrega04amer#page/146/mode/1up
Montpelier,VT,,NA,338,William H. Lord,The Year-book of the American Congregational Union for the Year 1854 (p. 146),44.2600593,-72.5753869,https://archive.org/stream/americancongrega04amer#page/146/mode/1up
Northfield,VT,,NA,89,,The Year-book of the American Congregational Union for the Year 1854 (p. 146),44.1511723,-72.6564986,https://archive.org/stream/americancongrega04amer#page/146/mode/1up
Plainfield,VT,,NA,75,,The Year-book of the American Congregational Union for the Year 1854 (p. 146),44.2781151,-72.4264926,https://archive.org/stream/americancongrega04amer#page/146/mode/1up
Stowe,VT,,NA,43,,The Year-book of the American Congregational Union for the Year 1854 (p. 146),44.475278,-72.702222,https://archive.org/stream/americancongrega04amer#page/146/mode/1up
Waitsfield,VT,,NA,135,Charles Duren,The Year-book of the American Congregational Union for the Year 1854 (p. 146),44.19,-72.824167,https://archive.org/stream/americancongrega04amer#page/146/mode/1up
Waterbury,VT,,NA,98,C. C. Parker,The Year-book of the American Congregational Union for the Year 1854 (p. 146),44.3378343,-72.756229,https://archive.org/stream/americancongrega04amer#page/146/mode/1up
Williamstown,VT,,NA,90,E. W. Taylor,The Year-book of the American Congregational Union for the Year 1854 (p. 146),44.1217292,-72.5414937,https://archive.org/stream/americancongrega04amer#page/146/mode/1up
Woolcott,VT,,NA,NA,Carey Russell,The Year-book of the American Congregational Union for the Year 1854 (p. 146),44.5464417,-72.4584429,https://archive.org/stream/americancongrega04amer#page/146/mode/1up
Worcester,VT,,NA,46,C. M. Winch,The Year-book of the American Congregational Union for the Year 1854 (p. 146),44.37331,-72.5496503,https://archive.org/stream/americancongrega04amer#page/146/mode/1up
White River,VT,,NA,124,Josiah Merrill,The Year-book of the American Congregational Union for the Year 1854 (p. 146),43.8044128,-72.5930482,https://archive.org/stream/americancongrega04amer#page/146/mode/1up
Norwich,VT,North,NA,209,,The Year-book of the American Congregational Union for the Year 1854 (p. 146),43.7207161826,-72.3168340953,https://archive.org/stream/americancongrega04amer#page/146/mode/1up
Hartland,VT,,NA,57,Samuel Delano,The Year-book of the American Congregational Union for the Year 1854 (p. 146),43.540636,-72.3989314,https://archive.org/stream/americancongrega04amer#page/146/mode/1up
Norwich,VT,South,NA,105,G. R. Noyes,The Year-book of the American Congregational Union for the Year 1854 (p. 146),43.7219670645,-72.3202115442,https://archive.org/stream/americancongrega04amer#page/146/mode/1up
Pomfret,VT,,NA,33,Elihu Smith,The Year-book of the American Congregational Union for the Year 1854 (p. 146),43.704791,-72.5159287,https://archive.org/stream/americancongrega04amer#page/146/mode/1up
Quechee,VT,,NA,49,Heman Rood,The Year-book of the American Congregational Union for the Year 1854 (p. 146),43.646227,-72.4186105,https://archive.org/stream/americancongrega04amer#page/146/mode/1up
Sharon,VT,,NA,60,John Adams,The Year-book of the American Congregational Union for the Year 1854 (p. 146),43.7852344,-72.4541709,https://archive.org/stream/americancongrega04amer#page/146/mode/1up
West Hartford,VT,,NA,85,William Claggett,The Year-book of the American Congregational Union for the Year 1854 (p. 146),43.7013267,-72.426983,https://archive.org/stream/americancongrega04amer#page/146/mode/1up
Windsor,VT,,NA,167,Franklin Butler,The Year-book of the American Congregational Union for the Year 1854 (p. 146),43.4799996,-72.3865679,https://archive.org/stream/americancongrega04amer#page/146/mode/1up
Weathersfield,VT,East,NA,77,Moses Kimball,The Year-book of the American Congregational Union for the Year 1854 (p. 146),43.3780818053,-72.4526194489,https://archive.org/stream/americancongrega04amer#page/146/mode/1up
Woodstock,VT,,NA,150,J. Clement,The Year-book of the American Congregational Union for the Year 1854 (p. 146),43.6242442,-72.5185112,https://archive.org/stream/americancongrega04amer#page/146/mode/1up
Granby,VT,,NA,23,John Wooster,The Year-book of the American Congregational Union for the Year 1854 (p. 146),44.5706106,-71.758702,https://archive.org/stream/americancongrega04amer#page/146/mode/1up
Guildhall,VT,,NA,48,,The Year-book of the American Congregational Union for the Year 1854 (p. 146),44.546389,-71.610556,https://archive.org/stream/americancongrega04amer#page/146/mode/1up
Lunenburg,VT,,NA,106,,The Year-book of the American Congregational Union for the Year 1854 (p. 146),44.4631136,-71.6820321,https://archive.org/stream/americancongrega04amer#page/146/mode/1up
Concord,VT,,NA,60,,The Year-book of the American Congregational Union for the Year 1854 (p. 146),44.421111,-71.849722,https://archive.org/stream/americancongrega04amer#page/146/mode/1up
Danville,VT,,NA,199,John Dudley,The Year-book of the American Congregational Union for the Year 1854 (p. 147),44.4114954,-72.14009,https://archive.org/stream/americancongrega04amer#page/147/mode/1up
Peacham,VT,,NA,243,Asaph Boutelle,The Year-book of the American Congregational Union for the Year 1854 (p. 147),44.3286166,-72.1704048,https://archive.org/stream/americancongrega04amer#page/147/mode/1up
Hardwick,VT,,NA,103,Josiah Underwood,The Year-book of the American Congregational Union for the Year 1854 (p. 147),44.518056,-72.349722,https://archive.org/stream/americancongrega04amer#page/147/mode/1up
Barnet,VT,,NA,66,E. H. Caswell,The Year-book of the American Congregational Union for the Year 1854 (p. 147),44.2968323,-72.0493779,https://archive.org/stream/americancongrega04amer#page/147/mode/1up
Waterford,VT,,NA,140,F. Warriner,The Year-book of the American Congregational Union for the Year 1854 (p. 147),44.3729726,-71.9508384,https://archive.org/stream/americancongrega04amer#page/147/mode/1up
Burke,VT,,NA,46,John Clark,The Year-book of the American Congregational Union for the Year 1854 (p. 147),44.615556,-71.954167,https://archive.org/stream/americancongrega04amer#page/147/mode/1up
Kirby,VT,,NA,16,John Clark,The Year-book of the American Congregational Union for the Year 1854 (p. 147),44.516667,-71.933333,https://archive.org/stream/americancongrega04amer#page/147/mode/1up
Lyndon,VT,,NA,61,S. W. Bannister,The Year-book of the American Congregational Union for the Year 1854 (p. 147),44.5453088,-72.0000723,https://archive.org/stream/americancongrega04amer#page/147/mode/1up
Walden,VT,,NA,24,James Hobart,The Year-book of the American Congregational Union for the Year 1854 (p. 147),44.4497781,-72.2231563,https://archive.org/stream/americancongrega04amer#page/147/mode/1up
St. Johnsbury,VT,First Church,NA,109,C. B. Tracy,The Year-book of the American Congregational Union for the Year 1854 (p. 147),44.4202553177,-72.0168958306,https://archive.org/stream/americancongrega04amer#page/147/mode/1up
St. Johnsbury,VT,Second Church,NA,212,William B. Bond,The Year-book of the American Congregational Union for the Year 1854 (p. 147),44.4208917894,-72.0271757605,https://archive.org/stream/americancongrega04amer#page/147/mode/1up
St. Johnsbury,VT,South,NA,84,S. G. Clapp,The Year-book of the American Congregational Union for the Year 1854 (p. 147),44.4170885194,-72.0077935229,https://archive.org/stream/americancongrega04amer#page/147/mode/1up
St. Johnsbury,VT,Third Church,NA,85,J. H. Gurney,The Year-book of the American Congregational Union for the Year 1854 (p. 147),44.4183649611,-72.0262543706,https://archive.org/stream/americancongrega04amer#page/147/mode/1up
Cabot,VT,,NA,137,Edward Cleveland,The Year-book of the American Congregational Union for the Year 1854 (p. 147),44.4014456,-72.3123248,https://archive.org/stream/americancongrega04amer#page/147/mode/1up
Bradford,VT,,NA,177,Silas McKeen,The Year-book of the American Congregational Union for the Year 1854 (p. 147),43.9925666,-72.1289793,https://archive.org/stream/americancongrega04amer#page/147/mode/1up
Corinth,VT,,NA,98,Solon Martin,The Year-book of the American Congregational Union for the Year 1854 (p. 147),44.0275697,-72.2797442,https://archive.org/stream/americancongrega04amer#page/147/mode/1up
Fairlee,VT,,NA,33,,The Year-book of the American Congregational Union for the Year 1854 (p. 147),43.9053567,-72.1518675,https://archive.org/stream/americancongrega04amer#page/147/mode/1up
Newbury,VT,,NA,246,Artemas Dean Jr.,The Year-book of the American Congregational Union for the Year 1854 (p. 147),44.103953,-72.121759,https://archive.org/stream/americancongrega04amer#page/147/mode/1up
Orange,VT,,NA,15,,The Year-book of the American Congregational Union for the Year 1854 (p. 147),44.148376,-72.4030806,https://archive.org/stream/americancongrega04amer#page/147/mode/1up
Post Mills,VT,,NA,45,,The Year-book of the American Congregational Union for the Year 1854 (p. 147),43.885624,-72.260648,https://archive.org/stream/americancongrega04amer#page/147/mode/1up
Strafford,VT,,NA,56,---- Stewart,The Year-book of the American Congregational Union for the Year 1854 (p. 147),43.8664568,-72.3778728,https://archive.org/stream/americancongrega04amer#page/147/mode/1up
Thetford,VT,,NA,250,T. F. Clary,The Year-book of the American Congregational Union for the Year 1854 (p. 147),43.8250578,-72.2434689,https://archive.org/stream/americancongrega04amer#page/147/mode/1up
Topsham,VT,,NA,34,,The Year-book of the American Congregational Union for the Year 1854 (p. 147),44.1281193,-72.2550956,https://archive.org/stream/americancongrega04amer#page/147/mode/1up
Vershire,VT,,NA,53,,The Year-book of the American Congregational Union for the Year 1854 (p. 147),43.948333,-72.320833,https://archive.org/stream/americancongrega04amer#page/147/mode/1up
Wells River,VT,,NA,56,S. M. Plimpton,The Year-book of the American Congregational Union for the Year 1854 (p. 147),44.1542302,-72.0470357,https://archive.org/stream/americancongrega04amer#page/147/mode/1up
Washington,VT,,NA,39,,The Year-book of the American Congregational Union for the Year 1854 (p. 147),44.105619,-72.432601,https://archive.org/stream/americancongrega04amer#page/147/mode/1up
West Fairlee,VT,,NA,97,,The Year-book of the American Congregational Union for the Year 1854 (p. 147),43.9091616,-72.262857,https://archive.org/stream/americancongrega04amer#page/147/mode/1up
Manchester,VT,,NA,140,James Anderson,The Year-book of the American Congregational Union for the Year 1854 (p. 148),43.1636875,-73.0723268,https://archive.org/stream/americancongrega04amer#page/148/mode/1up
Rupert,VT,,NA,72,R. A. Watkins,The Year-book of the American Congregational Union for the Year 1854 (p. 148),43.2597979,-73.2228853,https://archive.org/stream/americancongrega04amer#page/148/mode/1up
Dorset,VT,,NA,129,Cyrus Hudson,The Year-book of the American Congregational Union for the Year 1854 (p. 148),43.2548074,-73.0987801,https://archive.org/stream/americancongrega04amer#page/148/mode/1up
Sunderland and Arlington,VT,,NA,22,,The Year-book of the American Congregational Union for the Year 1854 (p. 148),43.0680229,-73.1382019,https://archive.org/stream/americancongrega04amer#page/148/mode/1up
Pawlet,VT,,NA,165,Elijah H. Bonney,The Year-book of the American Congregational Union for the Year 1854 (p. 148),43.3465552,-73.177286,https://archive.org/stream/americancongrega04amer#page/148/mode/1up
Bennington,VT,First Church,NA,186,Richard C. Hand,The Year-book of the American Congregational Union for the Year 1854 (p. 148),42.8714210814,-73.2031260919,https://archive.org/stream/americancongrega04amer#page/148/mode/1up
Bennington,VT,Second Church,NA,96,,The Year-book of the American Congregational Union for the Year 1854 (p. 148),42.8775879719,-73.2004294723,https://archive.org/stream/americancongrega04amer#page/148/mode/1up
Sandgate,VT,,NA,12,,The Year-book of the American Congregational Union for the Year 1854 (p. 148),43.1477916,-73.1994243,https://archive.org/stream/americancongrega04amer#page/148/mode/1up
Pownal,VT,,NA,14,Elihu Loomis,The Year-book of the American Congregational Union for the Year 1854 (p. 148),42.792313,-73.2269461,https://archive.org/stream/americancongrega04amer#page/148/mode/1up
